0.000000	4.449022	Bird Noise
4.449022	7.044284	Bird A
7.044284	10.628218	Bird Noise
10.628218	12.976313	Bird A
12.976313	17.487127	Bird Noise
17.487127	20.082389	Bird A
20.082389	24.963955	Bird Noise
24.963955	27.497425	Bird A
27.497425	32.255407	Bird Noise
32.255407	34.603502	Bird A
34.603502	39.917611	Moving Truck
39.917611	42.698249	Bird A
42.698249	46.282183	Bird Noise
46.282183	48.321318	Bird A
48.321318	50.607621	Bird Noise
50.607621	52.028836	Noise
52.028836	52.955716	Door Opening
52.955716	55.180227	Bird Noise
55.180227	55.798146	Door Closing
55.798146	56.601442	Impulse
56.601442	59.196704	Bird A
59.196704	60.000000	Bird Noise
