0.000000	1.089494	BirdB
1.089494	3.891051	BirdA
3.891051	5.603113	BirdNoise
5.603113	8.171206	BirdB
8.171206	10.505837	BirdA
10.505837	10.972763	Noise
10.972763	13.229572	BirdNoise
13.229572	13.929961	Noise
13.929961	15.330739	BirdNoise
15.330739	17.587549	BirdA
17.587549	19.299611	BirdB
19.299611	20.311284	BirdNoise
20.311284	21.867704	BirdC
21.867704	25.214008	BirdA
21.867704	25.214008	BirdB
25.214008	27.548638	BirdNoise
27.548638	29.182879	BirdC
29.182879	30.739300	BirdB
30.739300	32.295720	Noise
32.295720	33.852140	BirdA
32.295720	33.852140	BirdC
33.852140	35.097276	BirdC
35.097276	37.509728	BirdB
37.509728	38.443580	BirdC
38.443580	41.089494	BirdA
41.089494	42.256809	BirdC
42.256809	44.902724	BirdB
44.902724	47.392996	BirdA
47.392996	49.416342	BirdC
49.416342	50.972763	BirdNoise
50.972763	53.307393	BirdA
53.307393	57.821012	BirdNoise
57.821012	60.311284	BirdA
57.821012	60.311284	BirdB
