 0.000000	 2.475000	BirdI
 2.250000	 6.650000	Noise
 6.425000	 9.125000	BirdI
 8.900000	13.050000	Noise
12.825000	14.875000	BirdI
14.650000	14.900000	Noise
14.675000	15.100000	BirdI
14.875000	18.225000	Noise
18.000000	18.250000	BirdI
18.025000	18.275000	Noise
18.050000	18.300000	BirdI
18.075000	18.325000	Noise
18.100000	18.750000	BirdI
18.525000	18.800000	Noise
18.575000	20.200000	BirdI
19.975000	24.500000	Noise
24.275000	26.750000	BirdI
26.525000	30.725000	Noise
30.500000	33.150000	BirdI
32.925000	36.925000	Noise
36.700000	36.950000	BirdI
36.725000	36.975000	Noise
36.750000	37.100000	BirdI
36.875000	37.125000	Noise
36.900000	38.675000	BirdI
38.450000	38.900000	Noise
38.675000	39.100000	BirdI
38.875000	42.850000	Noise
42.625000	45.200000	BirdI
44.975000	50.475000	Noise
50.250000	52.750000	BirdI
52.525000	56.775000	Noise
56.550000	57.025000	BirdI
56.800000	57.125000	Noise
56.900000	58.500000	BirdI
