 0.000000	 5.300000	BirdNoise
 5.075000	 6.550000	BirdA
 6.325000	 6.575000	BirdNoise
 6.350000	 7.600000	BirdA
 7.375000	 7.750000	BirdNoise
 7.525000	 8.225000	BirdC
 8.000000	 8.275000	BirdNoise
 8.050000	 8.325000	BirdC
 8.100000	 8.525000	BirdNoise
 8.300000	 8.550000	BirdC
 8.325000	11.350000	BirdNoise
11.125000	11.400000	BirdB
11.175000	11.575000	BirdNoise
11.350000	11.775000	BirdB
11.550000	11.825000	BirdNoise
11.600000	13.025000	BirdC
12.800000	15.375000	BirdNoise
15.150000	15.475000	BirdB
15.250000	15.550000	BirdNoise
15.325000	15.775000	BirdB
15.550000	15.800000	BirdNoise
15.575000	15.825000	BirdB
15.600000	17.700000	BirdC
17.475000	17.975000	BirdNoise
17.750000	20.075000	BirdA
19.850000	20.225000	BirdB
20.000000	20.300000	BirdNoise
20.075000	20.475000	BirdB
20.250000	20.525000	BirdNoise
20.300000	22.175000	BirdC
21.950000	24.725000	BirdNoise
24.500000	25.025000	BirdB
24.800000	25.150000	BirdNoise
24.925000	25.825000	BirdB
25.600000	26.250000	BirdNoise
26.025000	26.350000	BirdC
26.125000	26.400000	BirdNoise
26.175000	26.500000	BirdC
26.275000	26.650000	BirdNoise
26.425000	27.550000	BirdC
27.325000	27.700000	BirdNoise
27.475000	28.175000	BirdC
27.950000	29.000000	BirdNoise
28.775000	29.075000	BirdC
28.850000	30.275000	BirdNoise
30.050000	30.375000	BirdA
30.150000	30.450000	Noise
30.225000	30.750000	BirdA
30.525000	30.775000	BirdNoise
30.550000	30.900000	BirdA
30.675000	30.925000	Noise
30.700000	31.050000	BirdA
30.825000	33.575000	BirdNoise
33.350000	34.050000	BirdB
33.825000	36.450000	BirdC
36.225000	37.600000	BirdNoise
37.375000	39.350000	BirdA
39.125000	39.500000	BirdB
39.275000	42.725000	BirdC
42.500000	42.750000	BirdB
42.525000	46.900000	BirdNoise
46.675000	47.850000	BirdA
47.625000	50.875000	BirdC
50.650000	55.350000	BirdNoise
55.125000	55.375000	BirdA
55.150000	55.650000	Noise
55.425000	55.700000	BirdC
55.475000	55.825000	BirdB
55.600000	55.850000	BirdNoise
55.625000	58.775000	BirdC
58.550000	59.600000	BirdA
