 0.000000	 1.225000	BirdNoise
 1.000000	 1.350000	Noise
 1.125000	 1.375000	BirdNoise
 1.150000	 1.425000	Noise
 1.200000	 1.450000	BirdNoise
 1.225000	 1.600000	Noise
 1.375000	 1.650000	BirdC
 1.425000	 1.675000	BirdNoise
 1.450000	 1.700000	BirdB
 1.475000	 1.725000	BirdC
 1.500000	 1.900000	BirdB
 1.675000	 4.800000	BirdC
 4.575000	 8.625000	BirdNoise
 8.400000	 8.700000	BirdB
 8.475000	 8.725000	BirdNoise
 8.500000	 8.975000	BirdB
 8.750000	 9.000000	BirdC
 8.775000	 9.050000	BirdB
 8.825000	12.500000	BirdC
12.275000	13.600000	BirdA
13.375000	20.225000	BirdNoise
20.000000	22.250000	BirdA
22.025000	27.250000	BirdNoise
27.025000	29.500000	BirdA
29.275000	36.200000	BirdNoise
35.975000	38.400000	BirdA
38.175000	42.250000	BirdNoise
42.025000	42.325000	Noise
42.100000	42.375000	BirdNoise
42.150000	42.550000	BirdB
42.325000	46.925000	BirdNoise
46.700000	49.250000	BirdA
49.025000	56.325000	BirdNoise
56.100000	58.350000	BirdA
