0.000000	1.300699	BirdL
1.300699	2.276224	Noise
2.276224	2.832168	BirdM
2.832168	4.909091	Noise
4.909091	5.958042	BirdL
5.958042	7.762238	Noise
7.762238	8.234266	BirdM
8.234266	10.090909	BirdL
10.090909	12.629371	Noise
12.629371	14.433566	BirdL
14.433566	17.402098	Noise
17.402098	18.692308	BirdL
18.692308	21.776224	Noise
21.776224	23.223776	BirdL
23.223776	25.940559	Noise
25.940559	27.493007	BirdL
27.493007	30.010490	Noise
30.010490	32.108392	BirdL
32.108392	36.220280	Noise
36.220280	37.699301	BirdL
37.699301	40.594406	Noise
40.594406	42.335664	BirdL
42.335664	46.132867	Noise
46.132867	47.318182	BirdL
47.318182	50.548951	BirdB
50.548951	51.975524	BirdL
51.975524	56.737762	Noise
56.737762	60.000000	BirdNoise
