0.000000	2.349927	Noise
2.349927	4.260615	BirdF
4.260615	6.983895	Noise
6.983895	7.818448	BirdF
7.818448	15.680820	BirdE
15.680820	16.251830	Noise
16.251830	18.535871	BirdE
18.535871	20.468521	Noise
20.468521	22.620791	BirdE
22.620791	23.938507	Noise
23.938507	28.638360	BirdE
28.638360	30.131772	Noise
30.131772	31.932650	BirdE
31.932650	33.777452	Noise
33.777452	41.244510	BirdE
41.244510	42.913616	Noise
42.913616	44.978038	BirdE
44.978038	46.032211	Noise
46.032211	48.404100	BirdE
48.404100	50.073206	Noise
50.073206	52.796486	BirdE
52.796486	54.026354	Noise
54.026354	54.421669	Noise
54.421669	57.144949	BirdE
57.144949	58.199122	Noise
58.726208	60.000000	BirdE
