0.000000	5.534407	Noise
5.534407	7.818448	BirdE
7.818448	11.991215	Noise
11.991215	14.363104	BirdE
14.363104	18.535871	Noise
18.535871	20.819912	BirdE
20.819912	24.465593	Noise
24.465593	25.168375	Noise
25.168375	25.431918	Noise
25.431918	27.628111	BirdD
27.628111	39.926794	Noise
39.926794	42.693997	BirdE
42.693997	45.636896	Noise
45.636896	48.184480	BirdE
48.184480	51.654466	Noise
51.654466	53.806735	BirdE
53.806735	56.310395	Noise
56.310395	56.884151	Noise
56.884151	57.013177	Noise
57.013177	60.000000	BirdE
