0.000000	0.335664	Noise
0.335664	1.048951	BirdP
1.048951	5.412587	BirdN
5.412587	5.958042	Noise
5.958042	6.755245	BirdP
6.755245	12.335664	BirdM
12.335664	13.846154	BirdN
13.846154	18.167832	BirdM
18.167832	20.979021	BirdN
20.979021	23.664336	Noise
23.664336	24.251748	BirdM
24.251748	25.048951	BirdP
25.048951	31.006993	Noise
31.006993	31.846154	BirdP
31.846154	34.069930	Noise
34.069930	34.867133	BirdM
34.867133	37.132867	BirdP
37.132867	40.741259	BirdM
40.741259	41.832168	BirdP
41.832168	43.090909	Noise
43.090909	45.398601	BirdM
45.398601	46.489510	Noise
46.489510	48.209790	BirdN
48.209790	51.860140	Noise
51.860140	54.293706	BirdP
54.293706	55.258741	Noise
55.258741	56.139860	BirdN
56.139860	57.944056	BirdM
57.944056	58.951049	Noise
58.951049	60.000000	BirdM
