0.000000	2.349927	Noise
2.349927	4.260615	BirdJ
4.260615	6.983895	Noise
6.983895	7.818448	BirdJ
7.818448	15.680820	BirdI
15.680820	16.251830	Noise
16.251830	18.535871	BirdI
18.535871	20.468521	Noise
20.468521	22.620791	BirdI
22.620791	23.938507	Noise
23.938507	28.638360	BirdI
28.638360	30.131772	Noise
30.131772	31.932650	BirdI
31.932650	33.777452	Noise
33.777452	41.244510	BirdI
41.244510	42.913616	Noise
42.913616	44.978038	BirdI
44.978038	46.032211	Noise
46.032211	48.404100	BirdI
48.404100	50.073206	Noise
50.073206	52.796486	BirdI
52.796486	54.026354	Noise
54.026354	54.421669	Noise
54.421669	57.144949	BirdI
57.144949	58.199122	Noise
58.726208	60.000000	BirdI
