0.000000	0.650350	BirdL
0.650350	6.545455	BirdM
6.545455	11.223776	BirdN
11.223776	12.566434	BirdNoise
12.566434	15.797203	BirdN
15.797203	20.664336	BirdNoise
20.664336	21.860140	Noise
21.860140	25.132867	BirdO
25.132867	26.370629	BirdL
26.370629	29.748252	BirdM
29.748252	31.216783	Noise
31.216783	32.664336	BirdL
32.664336	35.748252	Noise
35.748252	37.342657	BirdL
37.342657	41.916084	Noise
41.916084	43.027972	BirdL
43.027972	45.314685	BirdP
45.314685	46.636364	BirdNoise
46.636364	48.041958	BirdL
48.041958	48.503497	BirdNoise
48.503497	51.461538	Noise
51.461538	52.825175	BirdL
52.825175	54.419580	BirdP
54.419580	57.167832	BirdN
57.167832	58.132867	BirdP
58.132867	60.000000	BirdNoise
