0.000000	2.348095	Noise
2.348095	4.263646	BirdB
4.263646	6.673532	BirdNoise
6.673532	8.650875	BirdA
8.650875	9.454171	BirdNoise
9.454171	11.802266	BirdB
11.802266	16.189495	BirdNoise
16.189495	18.661174	BirdA
18.661174	23.295572	BirdB
23.295572	24.407827	BirdNoise
24.407827	26.879506	BirdB
24.407827	26.879506	BirdA
26.879506	31.204943	BirdNoise
31.204943	33.923790	BirdA
31.204943	33.923790	BirdB
33.923790	34.912461	BirdNoise
34.912461	37.445932	BirdC
37.445932	39.485067	BirdB
39.485067	39.979403	BirdNoise
39.979403	42.327497	BirdA
42.327497	48.135942	BirdNoise
48.135942	50.175077	BirdA
50.175077	52.337796	BirdB
52.337796	55.180227	BirdNoise
55.180227	57.899073	BirdA
57.899073	60.000000	BirdB
